Order ID,Date,Product Name,Category,Region,Units Sold, Unit Price , Revenue , Cost , Profit ,Profit Margin
ORD1186,24-03-2024,Tablet,Electronics,West,2," ? 1,846.00 "," ? 3,692.00 "," ? 2,760.28 ", ? 931.72 ,25.24
ORD1187,10-01-2024,Monitor,Accessories,West,5," ? 4,775.00 "," ? 23,875.00 "," ? 19,671.75 "," ? 4,203.25 ",17.61
ORD1188,17-11-2024,Headphones,Electronics,South,3," ? 2,862.00 "," ? 8,586.00 "," ? 5,333.73 "," ? 3,252.27 ",37.88
ORD1189,21-08-2025,Monitor,Accessories,Central,1," ? 3,027.00 "," ? 3,027.00 "," ? 2,412.49 ", ? 614.51 ,20.30
ORD1190,28-03-2024,Tablet,Accessories,Central,6," ? 4,585.00 "," ? 27,510.00 "," ? 22,444.79 "," ? 5,065.21 ",18.41
ORD1191,29-04-2025,Printer,Electronics,East,18," ? 1,665.00 "," ? 29,970.00 "," ? 22,290.29 "," ? 7,679.71 ",25.62
ORD1192,17-12-2024,Keyboard,Electronics,West,18, ? 567.00 ," ? 10,206.00 "," ? 6,816.97 "," ? 3,389.03 ",33.21
ORD1193,03-05-2024,Tablet,Electronics,East,8," ? 2,965.00 "," ? 23,720.00 "," ? 19,990.09 "," ? 3,729.91 ",15.72
ORD1194,17-12-2024,Tablet,Accessories,South,12," ? 4,289.00 "," ? 51,468.00 "," ? 35,554.80 "," ? 15,913.20 ",30.92
ORD1195,29-09-2023,Tablet,Electronics,Central,19," ? 4,504.00 "," ? 85,576.00 "," ? 52,585.92 "," ? 32,990.08 ",38.55
ORD1196,07-05-2024,Tablet,Electronics,Central,18," ? 3,963.00 "," ? 71,334.00 "," ? 60,651.55 "," ? 10,682.45 ",14.98
ORD1197,18-01-2025,Mouse,Accessories,East,8," ? 2,418.00 "," ? 19,344.00 "," ? 13,841.48 "," ? 5,502.52 ",28.45
ORD1198,08-01-2025,Laptop,Electronics,East,8," ? 1,545.00 "," ? 12,360.00 "," ? 10,735.07 "," ? 1,624.93 ",13.15
ORD1199,04-04-2024,Keyboard,Electronics,North,18," ? 3,864.00 "," ? 69,552.00 "," ? 42,764.31 "," ? 26,787.69 ",38.51
ORD1200,08-07-2024,Printer,Electronics,West,9," ? 4,466.00 "," ? 40,194.00 "," ? 36,105.75 "," ? 4,088.25 ",10.17
ORD1201,27-06-2025,Tablet,Electronics,East,3," ? 2,461.00 "," ? 7,383.00 "," ? 6,376.21 "," ? 1,006.79 ",13.64
ORD1202,03-09-2024,Tablet,Accessories,East,10," ? 1,948.00 "," ? 19,480.00 "," ? 12,642.09 "," ? 6,837.91 ",35.10
ORD1203,26-03-2024,Tablet,Accessories,North,18," ? 4,256.00 "," ? 76,608.00 "," ? 67,283.81 "," ? 9,324.19 ",12.17
ORD1204,03-06-2025,Headphones,Electronics,Central,16," ? 4,176.00 "," ? 66,816.00 "," ? 40,651.18 "," ? 26,164.82 ",39.16
ORD1205,24-02-2024,Mouse,Electronics,Central,3," ? 3,295.00 "," ? 9,885.00 "," ? 8,184.82 "," ? 1,700.18 ",17.20
ORD1206,31-10-2024,Printer,Accessories,East,18," ? 2,366.00 "," ? 42,588.00 "," ? 36,200.10 "," ? 6,387.90 ",15.00
ORD1207,21-11-2024,Mouse,Electronics,East,8," ? 2,405.00 "," ? 19,240.00 "," ? 13,138.10 "," ? 6,101.90 ",31.71
ORD1208,24-08-2024,Monitor,Electronics,West,19," ? 2,199.00 "," ? 41,781.00 "," ? 28,861.60 "," ? 12,919.40 ",30.92
ORD1209,06-02-2024,Headphones,Electronics,South,14," ? 1,807.00 "," ? 25,298.00 "," ? 16,333.59 "," ? 8,964.41 ",35.44
ORD1210,06-09-2025,Mouse,Electronics,Central,18," ? 4,678.00 "," ? 84,204.00 "," ? 56,737.37 "," ? 27,466.63 ",32.62
ORD1211,28-01-2024,Mouse,Accessories,North,18," ? 4,923.00 "," ? 88,614.00 "," ? 75,095.57 "," ? 13,518.43 ",15.26
ORD1212,01-05-2025,Headphones,Accessories,Central,15, ? 720.00 ," ? 10,800.00 "," ? 7,979.77 "," ? 2,820.23 ",26.11
ORD1213,05-03-2025,Headphones,Electronics,East,8," ? 1,372.00 "," ? 10,976.00 "," ? 8,582.15 "," ? 2,393.85 ",21.81
ORD1214,02-08-2024,Mouse,Electronics,Central,10," ? 3,576.00 "," ? 35,760.00 "," ? 30,489.30 "," ? 5,270.70 ",14.74
ORD1215,03-10-2024,Monitor,Accessories,East,19," ? 2,492.00 "," ? 47,348.00 "," ? 36,330.27 "," ? 11,017.73 ",23.27
ORD1216,09-05-2025,Headphones,Electronics,East,15," ? 2,801.00 "," ? 42,015.00 "," ? 31,658.41 "," ? 10,356.59 ",24.65
ORD1217,01-01-2024,Headphones,Electronics,South,1," ? 4,816.00 "," ? 4,816.00 "," ? 3,079.02 "," ? 1,736.98 ",36.07
ORD1218,23-02-2024,Printer,Electronics,Central,7," ? 4,175.00 "," ? 29,225.00 "," ? 26,178.64 "," ? 3,046.36 ",10.42
ORD1219,29-06-2024,Laptop,Accessories,Central,12," ? 2,986.00 "," ? 35,832.00 "," ? 30,646.05 "," ? 5,185.95 ",14.47
ORD1220,12-08-2024,Tablet,Accessories,North,9," ? 4,604.00 "," ? 41,436.00 "," ? 28,744.93 "," ? 12,691.07 ",30.63
ORD1221,26-11-2024,Keyboard,Electronics,East,12," ? 3,048.00 "," ? 36,576.00 "," ? 32,226.08 "," ? 4,349.92 ",11.89
ORD1222,12-11-2024,Laptop,Electronics,Central,19," ? 1,740.00 "," ? 33,060.00 "," ? 27,976.02 "," ? 5,083.98 ",15.38
ORD1223,03-04-2024,Monitor,Accessories,Central,1," ? 1,207.00 "," ? 1,207.00 ", ? 837.09 , ? 369.91 ,30.65
ORD1224,22-11-2024,Printer,Electronics,South,17," ? 2,966.00 "," ? 50,422.00 "," ? 39,472.31 "," ? 10,949.69 ",21.72
ORD1225,02-11-2024,Laptop,Electronics,Central,5," ? 4,001.00 "," ? 20,005.00 "," ? 16,334.41 "," ? 3,670.59 ",18.35
ORD1226,30-04-2024,Tablet,Accessories,South,5," ? 4,272.00 "," ? 21,360.00 "," ? 17,797.64 "," ? 3,562.36 ",16.68
ORD1227,08-06-2025,Tablet,Accessories,West,10," ? 3,738.00 "," ? 37,380.00 "," ? 26,008.08 "," ? 11,371.92 ",30.42
ORD1228,10-03-2025,Mouse,Accessories,South,8," ? 3,935.00 "," ? 31,480.00 "," ? 18,925.53 "," ? 12,554.47 ",39.88
ORD1229,19-09-2024,Printer,Accessories,West,8," ? 3,997.00 "," ? 31,976.00 "," ? 21,486.59 "," ? 10,489.41 ",32.80
ORD1230,13-06-2024,Monitor,Electronics,East,16," ? 3,563.00 "," ? 57,008.00 "," ? 46,553.21 "," ? 10,454.79 ",18.34
ORD1231,03-01-2025,Tablet,Electronics,East,6, ? 841.00 ," ? 5,046.00 "," ? 3,078.89 "," ? 1,967.11 ",38.98
ORD1232,28-09-2024,Printer,Accessories,Central,16," ? 2,555.00 "," ? 40,880.00 "," ? 29,955.49 "," ? 10,924.51 ",26.72
ORD1233,16-10-2024,Mouse,Accessories,Central,12," ? 1,144.00 "," ? 13,728.00 "," ? 12,164.17 "," ? 1,563.83 ",11.39
ORD1234,03-08-2025,Tablet,Electronics,South,17," ? 4,396.00 "," ? 74,732.00 "," ? 59,133.60 "," ? 15,598.40 ",20.87
ORD1235,11-09-2023,Headphones,Accessories,Central,2, ? 633.00 ," ? 1,266.00 ", ? 962.72 , ? 303.28 ,23.96
ORD1236,08-06-2025,Laptop,Accessories,Central,19, ? 718.00 ," ? 13,642.00 "," ? 10,162.61 "," ? 3,479.39 ",25.51
ORD1237,08-04-2024,Keyboard,Accessories,East,6," ? 1,576.00 "," ? 9,456.00 "," ? 6,404.44 "," ? 3,051.56 ",32.27
ORD1238,01-01-2025,Mouse,Accessories,West,13," ? 2,100.00 "," ? 27,300.00 "," ? 23,500.92 "," ? 3,799.08 ",13.92
ORD1239,04-01-2025,Keyboard,Electronics,East,11," ? 2,075.00 "," ? 22,825.00 "," ? 19,233.75 "," ? 3,591.25 ",15.73
ORD1240,17-02-2025,Keyboard,Electronics,East,4," ? 3,186.00 "," ? 12,744.00 "," ? 8,447.22 "," ? 4,296.78 ",33.72
ORD1241,28-12-2024,Keyboard,Electronics,South,10," ? 3,880.00 "," ? 38,800.00 "," ? 31,821.11 "," ? 6,978.89 ",17.99
ORD1242,27-09-2023,Monitor,Electronics,South,3," ? 1,929.00 "," ? 5,787.00 "," ? 4,018.60 "," ? 1,768.40 ",30.56
ORD1243,15-10-2024,Printer,Electronics,West,17," ? 2,224.00 "," ? 37,808.00 "," ? 25,021.87 "," ? 12,786.13 ",33.82
ORD1244,19-08-2024,Headphones,Electronics,North,18," ? 3,510.00 "," ? 63,180.00 "," ? 48,302.37 "," ? 14,877.63 ",23.55
ORD1245,31-08-2024,Tablet,Accessories,North,13," ? 4,678.00 "," ? 60,814.00 "," ? 47,376.99 "," ? 13,437.01 ",22.10
ORD1246,01-06-2024,Keyboard,Electronics,East,17, ? 522.00 ," ? 8,874.00 "," ? 5,601.54 "," ? 3,272.46 ",36.88
ORD1247,03-01-2025,Printer,Electronics,East,14," ? 2,194.00 "," ? 30,716.00 "," ? 20,585.24 "," ? 10,130.76 ",32.98
ORD1248,15-07-2025,Keyboard,Electronics,West,14," ? 1,862.00 "," ? 26,068.00 "," ? 23,197.42 "," ? 2,870.58 ",11.01
ORD1249,06-03-2024,Mouse,Electronics,Central,4, ? 686.00 ," ? 2,744.00 "," ? 2,342.62 ", ? 401.38 ,14.63
ORD1250,27-08-2025,Monitor,Electronics,East,2," ? 2,502.00 "," ? 5,004.00 "," ? 3,690.36 "," ? 1,313.64 ",26.25
ORD1251,20-06-2024,Tablet,Electronics,East,16," ? 2,026.00 "," ? 32,416.00 "," ? 25,089.66 "," ? 7,326.34 ",22.60
ORD1252,08-11-2023,Laptop,Electronics,North,18," ? 1,012.00 "," ? 18,216.00 "," ? 11,041.50 "," ? 7,174.50 ",39.39
ORD1253,21-04-2025,Monitor,Electronics,North,3," ? 1,845.00 "," ? 5,535.00 "," ? 4,007.88 "," ? 1,527.12 ",27.59
ORD1254,15-09-2024,Headphones,Accessories,North,6," ? 1,334.00 "," ? 8,004.00 "," ? 5,765.84 "," ? 2,238.16 ",27.96
ORD1255,30-12-2023,Monitor,Electronics,East,12," ? 1,708.00 "," ? 20,496.00 "," ? 15,481.92 "," ? 5,014.08 ",24.46
ORD1256,10-01-2024,Laptop,Electronics,North,10," ? 2,409.00 "," ? 24,090.00 "," ? 19,164.84 "," ? 4,925.16 ",20.44
ORD1257,25-12-2024,Printer,Accessories,East,13," ? 2,539.00 "," ? 33,007.00 "," ? 26,826.21 "," ? 6,180.79 ",18.73
ORD1258,09-09-2025,Printer,Accessories,North,14," ? 3,056.00 "," ? 42,784.00 "," ? 38,323.51 "," ? 4,460.49 ",10.43
ORD1259,19-04-2025,Tablet,Electronics,West,13," ? 1,536.00 "," ? 19,968.00 "," ? 17,065.59 "," ? 2,902.41 ",14.54
ORD1260,25-07-2025,Headphones,Accessories,West,5," ? 2,874.00 "," ? 14,370.00 "," ? 11,874.66 "," ? 2,495.34 ",17.36
ORD1261,16-08-2024,Monitor,Accessories,North,14," ? 2,381.00 "," ? 33,334.00 "," ? 29,342.54 "," ? 3,991.46 ",11.97
ORD1262,12-12-2024,Tablet,Accessories,North,9, ? 784.00 ," ? 7,056.00 "," ? 4,363.04 "," ? 2,692.96 ",38.17
ORD1263,26-12-2024,Tablet,Electronics,East,6," ? 3,540.00 "," ? 21,240.00 "," ? 13,207.18 "," ? 8,032.82 ",37.82
ORD1264,19-12-2023,Keyboard,Electronics,East,9," ? 1,458.00 "," ? 13,122.00 "," ? 10,569.96 "," ? 2,552.04 ",19.45
ORD1265,23-07-2024,Printer,Electronics,South,1," ? 4,005.00 "," ? 4,005.00 "," ? 3,240.16 ", ? 764.84 ,19.10
ORD1266,27-02-2024,Keyboard,Accessories,East,18," ? 1,101.00 "," ? 19,818.00 "," ? 12,679.90 "," ? 7,138.10 ",36.02
ORD1267,12-04-2025,Tablet,Electronics,Central,10," ? 3,652.00 "," ? 36,520.00 "," ? 28,429.84 "," ? 8,090.16 ",22.15
ORD1268,16-03-2025,Laptop,Electronics,North,10," ? 4,700.00 "," ? 47,000.00 "," ? 29,992.57 "," ? 17,007.43 ",36.19
ORD1269,16-10-2023,Tablet,Accessories,North,17," ? 4,838.00 "," ? 82,246.00 "," ? 66,516.20 "," ? 15,729.80 ",19.13
ORD1270,11-09-2023,Laptop,Accessories,West,1," ? 4,065.00 "," ? 4,065.00 "," ? 2,648.29 "," ? 1,416.71 ",34.85
ORD1271,23-05-2024,Monitor,Accessories,West,7," ? 2,437.00 "," ? 17,059.00 "," ? 14,744.26 "," ? 2,314.74 ",13.57
ORD1272,19-10-2024,Printer,Electronics,West,1," ? 2,024.00 "," ? 2,024.00 "," ? 1,361.91 ", ? 662.09 ,32.71
ORD1273,30-10-2023,Tablet,Electronics,South,11," ? 1,458.00 "," ? 16,038.00 "," ? 13,020.08 "," ? 3,017.92 ",18.82
ORD1274,12-02-2024,Keyboard,Electronics,North,16," ? 3,535.00 "," ? 56,560.00 "," ? 40,731.67 "," ? 15,828.33 ",27.99
ORD1275,17-10-2023,Laptop,Electronics,North,5," ? 1,534.00 "," ? 7,670.00 "," ? 4,779.28 "," ? 2,890.72 ",37.69
ORD1276,16-04-2025,Monitor,Electronics,West,4," ? 3,902.00 "," ? 15,608.00 "," ? 11,326.30 "," ? 4,281.70 ",27.43
ORD1277,14-12-2024,Tablet,Accessories,East,16," ? 4,355.00 "," ? 69,680.00 "," ? 54,619.13 "," ? 15,060.87 ",21.61
ORD1278,07-03-2024,Printer,Electronics,West,3," ? 4,697.00 "," ? 14,091.00 "," ? 9,390.33 "," ? 4,700.67 ",33.36
ORD1279,18-02-2024,Headphones,Electronics,East,16," ? 4,425.00 "," ? 70,800.00 "," ? 54,177.44 "," ? 16,622.56 ",23.48
ORD1280,22-10-2024,Headphones,Electronics,North,15," ? 3,127.00 "," ? 46,905.00 "," ? 39,746.50 "," ? 7,158.50 ",15.26
ORD1281,06-08-2025,Mouse,Electronics,North,17," ? 2,591.00 "," ? 44,047.00 "," ? 27,631.49 "," ? 16,415.51 ",37.27
ORD1282,18-08-2024,Mouse,Electronics,South,1," ? 2,880.00 "," ? 2,880.00 "," ? 2,034.50 ", ? 845.50 ,29.36
ORD1283,01-01-2024,Headphones,Accessories,East,18," ? 4,521.00 "," ? 81,378.00 "," ? 61,372.56 "," ? 20,005.44 ",24.58
ORD1284,06-04-2025,Tablet,Accessories,West,10, ? 680.00 ," ? 6,800.00 "," ? 4,423.17 "," ? 2,376.83 ",34.95
ORD1285,12-09-2024,Tablet,Electronics,Central,6," ? 1,063.00 "," ? 6,378.00 "," ? 5,225.59 "," ? 1,152.41 ",18.07
ORD1286,14-11-2024,Monitor,Electronics,Central,17, ? 860.00 ," ? 14,620.00 "," ? 9,102.04 "," ? 5,517.96 ",37.74
ORD1287,13-07-2024,Monitor,Accessories,South,14," ? 2,410.00 "," ? 33,740.00 "," ? 29,367.87 "," ? 4,372.13 ",12.96
ORD1288,02-12-2023,Keyboard,Accessories,North,4," ? 4,622.00 "," ? 18,488.00 "," ? 13,036.04 "," ? 5,451.96 ",29.49
ORD1289,19-07-2024,Keyboard,Electronics,East,10," ? 1,985.00 "," ? 19,850.00 "," ? 15,695.96 "," ? 4,154.04 ",20.93
ORD1290,22-11-2024,Tablet,Electronics,East,12," ? 3,557.00 "," ? 42,684.00 "," ? 36,621.96 "," ? 6,062.04 ",14.20
ORD1291,18-08-2025,Laptop,Accessories,East,5," ? 1,073.00 "," ? 5,365.00 "," ? 4,196.67 "," ? 1,168.33 ",21.78
ORD1292,27-03-2025,Headphones,Accessories,West,13," ? 1,629.00 "," ? 21,177.00 "," ? 17,028.47 "," ? 4,148.53 ",19.59
ORD1293,24-06-2024,Tablet,Accessories,East,9," ? 1,277.00 "," ? 11,493.00 "," ? 9,711.80 "," ? 1,781.20 ",15.50
ORD1294,22-07-2025,Monitor,Accessories,South,4," ? 3,648.00 "," ? 14,592.00 "," ? 12,926.37 "," ? 1,665.63 ",11.41
ORD1295,25-07-2025,Monitor,Accessories,East,10," ? 4,906.00 "," ? 49,060.00 "," ? 41,317.97 "," ? 7,742.03 ",15.78
ORD1296,06-03-2024,Headphones,Electronics,West,5," ? 1,074.00 "," ? 5,370.00 "," ? 3,266.53 "," ? 2,103.47 ",39.17
ORD1297,17-01-2025,Tablet,Electronics,East,15," ? 1,653.00 "," ? 24,795.00 "," ? 21,502.77 "," ? 3,292.23 ",13.28
ORD1298,09-08-2024,Printer,Electronics,Central,18," ? 4,630.00 "," ? 83,340.00 "," ? 51,510.27 "," ? 31,829.73 ",38.19
ORD1299,14-11-2024,Monitor,Accessories,South,18," ? 1,765.00 "," ? 31,770.00 "," ? 26,410.10 "," ? 5,359.90 ",16.87
ORD1300,14-11-2024,Headphones,Electronics,North,10," ? 3,591.00 "," ? 35,910.00 "," ? 31,325.66 "," ? 4,584.34 ",12.77
ORD1301,17-08-2024,Keyboard,Accessories,North,7," ? 3,404.00 "," ? 23,828.00 "," ? 18,877.08 "," ? 4,950.92 ",20.78
ORD1302,30-01-2025,Printer,Accessories,South,9," ? 2,580.00 "," ? 23,220.00 "," ? 14,173.79 "," ? 9,046.21 ",38.96
ORD1303,24-10-2023,Tablet,Accessories,North,6," ? 3,408.00 "," ? 20,448.00 "," ? 17,387.79 "," ? 3,060.21 ",14.97
ORD1304,28-04-2024,Keyboard,Electronics,Central,6," ? 2,474.00 "," ? 14,844.00 "," ? 11,327.20 "," ? 3,516.80 ",23.69
ORD1305,26-07-2024,Headphones,Electronics,Central,6," ? 1,742.00 "," ? 10,452.00 "," ? 7,119.02 "," ? 3,332.98 ",31.89
ORD1306,22-12-2023,Tablet,Accessories,East,16," ? 2,945.00 "," ? 47,120.00 "," ? 37,302.06 "," ? 9,817.94 ",20.84
ORD1307,04-06-2025,Printer,Electronics,North,8," ? 1,047.00 "," ? 8,376.00 "," ? 6,498.65 "," ? 1,877.35 ",22.41
ORD1308,29-05-2025,Laptop,Electronics,South,19," ? 4,141.00 "," ? 78,679.00 "," ? 67,496.94 "," ? 11,182.06 ",14.21
ORD1309,23-05-2025,Headphones,Accessories,East,11," ? 1,810.00 "," ? 19,910.00 "," ? 17,800.73 "," ? 2,109.27 ",10.59
ORD1310,01-12-2023,Monitor,Accessories,Central,1," ? 3,645.00 "," ? 3,645.00 "," ? 3,042.81 ", ? 602.19 ,16.52
ORD1311,25-01-2025,Headphones,Accessories,North,10," ? 2,860.00 "," ? 28,600.00 "," ? 23,242.68 "," ? 5,357.32 ",18.73
ORD1312,10-01-2024,Tablet,Accessories,North,7," ? 1,808.00 "," ? 12,656.00 "," ? 7,605.81 "," ? 5,050.19 ",39.90
ORD1313,12-05-2024,Printer,Accessories,West,2," ? 2,122.00 "," ? 4,244.00 "," ? 2,899.97 "," ? 1,344.03 ",31.67
ORD1314,24-09-2024,Headphones,Electronics,North,5," ? 3,566.00 "," ? 17,830.00 "," ? 13,825.62 "," ? 4,004.38 ",22.46
ORD1315,29-10-2024,Tablet,Accessories,North,1," ? 1,286.00 "," ? 1,286.00 "," ? 1,138.37 ", ? 147.63 ,11.48
ORD1316,04-11-2023,Tablet,Accessories,South,18," ? 4,831.00 "," ? 86,958.00 "," ? 77,773.70 "," ? 9,184.30 ",10.56
ORD1317,03-03-2024,Tablet,Electronics,Central,14," ? 2,625.00 "," ? 36,750.00 "," ? 27,236.05 "," ? 9,513.95 ",25.89
ORD1318,08-03-2025,Monitor,Electronics,South,5," ? 2,848.00 "," ? 14,240.00 "," ? 9,044.30 "," ? 5,195.70 ",36.49
ORD1319,24-10-2023,Keyboard,Accessories,North,1," ? 4,124.00 "," ? 4,124.00 "," ? 2,573.80 "," ? 1,550.20 ",37.59
ORD1320,26-05-2024,Laptop,Accessories,North,11," ? 2,866.00 "," ? 31,526.00 "," ? 24,616.39 "," ? 6,909.61 ",21.92
ORD1321,05-11-2024,Laptop,Accessories,West,15," ? 3,188.00 "," ? 47,820.00 "," ? 42,767.40 "," ? 5,052.60 ",10.57
ORD1322,09-12-2024,Tablet,Accessories,South,19," ? 3,636.00 "," ? 69,084.00 "," ? 42,388.92 "," ? 26,695.08 ",38.64
ORD1323,01-06-2024,Tablet,Electronics,Central,6," ? 1,344.00 "," ? 8,064.00 "," ? 6,816.18 "," ? 1,247.82 ",15.47
ORD1324,28-06-2025,Headphones,Accessories,North,10," ? 3,968.00 "," ? 39,680.00 "," ? 24,236.85 "," ? 15,443.15 ",38.92
ORD1325,22-11-2023,Mouse,Electronics,East,2," ? 1,897.00 "," ? 3,794.00 "," ? 2,489.63 "," ? 1,304.37 ",34.38
ORD1326,31-05-2024,Laptop,Electronics,East,17," ? 3,480.00 "," ? 59,160.00 "," ? 35,693.04 "," ? 23,466.96 ",39.67
ORD1327,10-06-2024,Headphones,Accessories,South,4," ? 4,882.00 "," ? 19,528.00 "," ? 13,167.95 "," ? 6,360.05 ",32.57
ORD1328,26-02-2025,Laptop,Electronics,East,1," ? 2,322.00 "," ? 2,322.00 "," ? 1,844.15 ", ? 477.85 ,20.58
ORD1329,10-02-2025,Laptop,Accessories,North,2," ? 4,907.00 "," ? 9,814.00 "," ? 7,510.29 "," ? 2,303.71 ",23.47
ORD1330,12-05-2025,Tablet,Accessories,West,11," ? 3,618.00 "," ? 39,798.00 "," ? 32,892.10 "," ? 6,905.90 ",17.35
ORD1331,29-08-2024,Tablet,Accessories,North,19," ? 4,923.00 "," ? 93,537.00 "," ? 57,172.68 "," ? 36,364.32 ",38.88
ORD1332,07-09-2024,Printer,Accessories,North,5," ? 2,164.00 "," ? 10,820.00 "," ? 8,679.07 "," ? 2,140.93 ",19.79
ORD1333,11-01-2025,Headphones,Electronics,Central,14," ? 2,782.00 "," ? 38,948.00 "," ? 28,210.54 "," ? 10,737.46 ",27.57
ORD1334,03-06-2024,Keyboard,Accessories,North,8," ? 2,475.00 "," ? 19,800.00 "," ? 14,435.14 "," ? 5,364.86 ",27.10
ORD1335,10-09-2023,Printer,Electronics,West,19," ? 4,713.00 "," ? 89,547.00 "," ? 58,730.42 "," ? 30,816.58 ",34.41
ORD1336,27-09-2023,Tablet,Electronics,West,12, ? 858.00 ," ? 10,296.00 "," ? 7,275.58 "," ? 3,020.42 ",29.34
ORD1337,29-07-2024,Tablet,Accessories,Central,13, ? 609.00 ," ? 7,917.00 "," ? 6,145.34 "," ? 1,771.66 ",22.38
ORD1338,18-12-2023,Mouse,Electronics,Central,11," ? 4,096.00 "," ? 45,056.00 "," ? 28,007.94 "," ? 17,048.06 ",37.84
ORD1339,27-04-2025,Laptop,Accessories,North,17," ? 2,511.00 "," ? 42,687.00 "," ? 36,574.92 "," ? 6,112.08 ",14.32
ORD1340,18-05-2025,Laptop,Accessories,South,12," ? 1,553.00 "," ? 18,636.00 "," ? 13,630.85 "," ? 5,005.15 ",26.86
ORD1341,24-11-2024,Keyboard,Electronics,West,18," ? 3,023.00 "," ? 54,414.00 "," ? 44,349.92 "," ? 10,064.08 ",18.50
ORD1342,16-01-2025,Monitor,Electronics,South,10," ? 2,210.00 "," ? 22,100.00 "," ? 19,619.06 "," ? 2,480.94 ",11.23
ORD1343,21-03-2024,Headphones,Accessories,Central,14," ? 3,296.00 "," ? 46,144.00 "," ? 35,372.35 "," ? 10,771.65 ",23.34
ORD1344,09-08-2025,Laptop,Accessories,South,11," ? 4,538.00 "," ? 49,918.00 "," ? 37,142.65 "," ? 12,775.35 ",25.59
ORD1345,30-12-2024,Laptop,Accessories,North,17," ? 1,330.00 "," ? 22,610.00 "," ? 17,198.03 "," ? 5,411.97 ",23.94
ORD1346,07-12-2023,Mouse,Electronics,Central,16," ? 3,549.00 "," ? 56,784.00 "," ? 35,176.81 "," ? 21,607.19 ",38.05
ORD1347,18-02-2025,Mouse,Electronics,West,3," ? 3,418.00 "," ? 10,254.00 "," ? 6,325.26 "," ? 3,928.74 ",38.31
ORD1348,15-09-2023,Tablet,Electronics,North,7, ? 885.00 ," ? 6,195.00 "," ? 5,340.87 ", ? 854.13 ,13.79
ORD1349,20-02-2024,Keyboard,Electronics,South,6," ? 1,337.00 "," ? 8,022.00 "," ? 5,573.16 "," ? 2,448.84 ",30.53
ORD1350,19-11-2023,Tablet,Electronics,South,3," ? 1,205.00 "," ? 3,615.00 "," ? 2,231.82 "," ? 1,383.18 ",38.26
ORD1351,10-08-2024,Mouse,Electronics,South,15," ? 3,608.00 "," ? 54,120.00 "," ? 38,046.13 "," ? 16,073.87 ",29.70
ORD1352,27-07-2025,Laptop,Electronics,South,7," ? 2,307.00 "," ? 16,149.00 "," ? 14,196.32 "," ? 1,952.68 ",12.09
ORD1353,20-12-2023,Mouse,Accessories,South,12," ? 3,424.00 "," ? 41,088.00 "," ? 32,113.18 "," ? 8,974.82 ",21.84
ORD1354,13-02-2025,Printer,Electronics,East,1," ? 3,699.00 "," ? 3,699.00 "," ? 2,903.04 ", ? 795.96 ,21.52
ORD1355,07-10-2023,Monitor,Electronics,Central,12," ? 3,848.00 "," ? 46,176.00 "," ? 35,315.92 "," ? 10,860.08 ",23.52
ORD1356,29-10-2023,Tablet,Accessories,West,12," ? 2,584.00 "," ? 31,008.00 "," ? 18,862.67 "," ? 12,145.33 ",39.17
ORD1357,05-12-2023,Headphones,Electronics,North,18," ? 4,581.00 "," ? 82,458.00 "," ? 70,406.12 "," ? 12,051.88 ",14.62
ORD1358,15-12-2024,Tablet,Electronics,North,12, ? 871.00 ," ? 10,452.00 "," ? 8,737.32 "," ? 1,714.68 ",16.41
ORD1359,15-07-2025,Tablet,Accessories,North,13," ? 2,162.00 "," ? 28,106.00 "," ? 17,507.43 "," ? 10,598.57 ",37.71
ORD1360,28-12-2024,Mouse,Accessories,East,5," ? 1,086.00 "," ? 5,430.00 "," ? 3,523.70 "," ? 1,906.30 ",35.11
ORD1361,01-05-2024,Monitor,Accessories,West,10, ? 966.00 ," ? 9,660.00 "," ? 7,022.68 "," ? 2,637.32 ",27.30
ORD1362,13-12-2023,Monitor,Accessories,Central,3, ? 899.00 ," ? 2,697.00 "," ? 1,781.29 ", ? 915.71 ,33.95
ORD1363,14-10-2023,Laptop,Accessories,South,19," ? 4,720.00 "," ? 89,680.00 "," ? 68,921.12 "," ? 20,758.88 ",23.15
ORD1364,19-11-2023,Keyboard,Electronics,Central,9," ? 4,344.00 "," ? 39,096.00 "," ? 27,479.08 "," ? 11,616.92 ",29.71
ORD1365,18-04-2025,Keyboard,Electronics,Central,11," ? 4,335.00 "," ? 47,685.00 "," ? 36,588.39 "," ? 11,096.61 ",23.27
ORD1366,03-05-2025,Headphones,Electronics,West,6," ? 3,311.00 "," ? 19,866.00 "," ? 14,139.44 "," ? 5,726.56 ",28.83
ORD1367,10-11-2024,Laptop,Electronics,South,4," ? 4,736.00 "," ? 18,944.00 "," ? 14,038.97 "," ? 4,905.03 ",25.89
ORD1368,05-12-2023,Headphones,Accessories,East,12," ? 4,499.00 "," ? 53,988.00 "," ? 36,322.08 "," ? 17,665.92 ",32.72
ORD1369,12-12-2023,Tablet,Accessories,East,7," ? 3,436.00 "," ? 24,052.00 "," ? 18,328.75 "," ? 5,723.25 ",23.80
ORD1370,19-02-2025,Mouse,Accessories,East,5," ? 4,270.00 "," ? 21,350.00 "," ? 13,515.13 "," ? 7,834.87 ",36.70
ORD1371,16-01-2024,Monitor,Accessories,West,1," ? 1,936.00 "," ? 1,936.00 "," ? 1,585.38 ", ? 350.62 ,18.11
